0.293919,0.301924,0.295385,0.294032,0.320076,0.299669,0.300684,0.301811,0.303051,0.290424,0.298091,0.303051,0.304743,0.296625,0.308801,0.308689,0.303615,0.30136,0.304292,0.307899,0.321767,0.323796,0.318723,0.298767,0.312635,0.310041,0.312296,0.313311,0.288846,0.289184,0.289861,0.314551,0.302037,0.308576,0.301248,0.299444,0.293581,0.309929,0.30012,0.287042,0.305757,0.311733,0.304066,0.299895,0.288508,0.302262,0.277684,0.268327,0.223455,
0.297189,0.301811,0.317933,0.306434,0.301473,0.305306,0.295159,0.28862,0.295723,0.303841,0.285464,0.300909,0.308012,0.300797,0.297414,0.298316,0.298429,0.301699,0.293243,0.294483,0.302826,0.303502,0.310718,0.313424,0.304292,0.314777,0.289973,0.300797,0.311169,0.297978,0.301811,0.29764,0.294483,0.293243,0.303953,0.30914,0.298316,0.301811,0.302488,0.298767,0.302262,0.291213,0.297414,0.287831,0.298654,0.307336,0.28163,0.264155,0.200681,
0.319625,0.297302,0.298654,0.306321,0.311845,0.316581,0.299556,0.303953,0.306434,0.306095,0.29888,0.288282,0.293468,0.312071,0.291664,0.289635,0.307336,0.319399,0.312409,0.318159,0.3026,0.314326,0.302713,0.304855,0.307787,0.297076,0.308689,0.298993,0.299782,0.2964,0.307448,0.291213,0.289297,0.309027,0.30914,0.297865,0.303051,0.297302,0.317595,0.312522,0.307336,0.304517,0.295272,0.322556,0.305306,0.288057,0.285351,0.252317,0.231235,
0.319286,0.293468,0.299895,0.310492,0.296963,0.308689,0.300007,0.300346,0.30136,0.311845,0.306659,0.296851,0.303953,0.297414,0.308012,0.30914,0.303502,0.32312,0.304404,0.312071,0.30587,0.316355,0.311394,0.298654,0.30012,0.316806,0.314551,0.309478,0.291552,0.291552,0.309478,0.297076,0.308576,0.306546,0.308914,0.314777,0.310831,0.296512,0.29313,0.306546,0.299782,0.302262,0.290988,0.285464,0.287042,0.288395,0.276557,0.269454,0.226048,
0.286929,0.302826,0.292228,0.292566,0.311845,0.304743,0.303728,0.30711,0.313424,0.296061,0.311282,0.315566,0.294032,0.311169,0.297865,0.303051,0.300684,0.297076,0.299105,0.304179,0.301699,0.308576,0.306321,0.295272,0.313649,0.294934,0.294483,0.315002,0.306434,0.306772,0.307448,0.289184,0.306997,0.304855,0.301811,0.299669,0.311056,0.296174,0.307899,0.313424,0.309252,0.324022,0.295498,0.303502,0.296625,0.303841,0.292566,0.252656,0.220637,
0.31861,0.280954,0.290537,0.30835,0.297414,0.301135,0.29189,0.290312,0.301135,0.304968,0.304968,0.307448,0.300571,0.299444,0.306659,0.306546,0.322781,0.302713,0.314326,0.29189,0.287155,0.320301,0.294934,0.310492,0.286591,0.299556,0.305532,0.322556,0.317595,0.318948,0.320188,0.310154,0.305194,0.319625,0.310718,0.310718,0.29764,0.321541,0.297865,0.306885,0.313762,0.306208,0.297978,0.283322,0.292905,0.288959,0.279037,0.265508,0.219622,
0.306772,0.293919,0.316919,0.299218,0.308689,0.308238,0.320076,0.301586,0.316919,0.30339,0.29313,0.296174,0.295498,0.294934,0.312973,0.307561,0.294032,0.315115,0.298091,0.299105,0.303277,0.305645,0.288846,0.30835,0.291552,0.304855,0.298429,0.293356,0.326953,0.300684,0.287155,0.29561,0.320639,0.292454,0.30339,0.311169,0.30587,0.32109,0.311056,0.292003,0.310943,0.300007,0.305757,0.282645,0.280841,0.277572,0.294258,0.25942,0.226161,
0.303164,0.303164,0.303615,0.31286,0.316581,0.3026,0.313649,0.299218,0.304179,0.29764,0.31534,0.299218,0.314326,0.304968,0.299556,0.314777,0.306772,0.295159,0.319737,0.323345,0.304404,0.309365,0.310492,0.305081,0.312409,0.304179,0.310492,0.299218,0.306208,0.303953,0.305081,0.301473,0.300571,0.30711,0.306208,0.29561,0.303277,0.319512,0.29313,0.302939,0.304066,0.290763,0.285464,0.292003,0.288395,0.298204,0.282194,0.270018,0.222102,
0.3026,0.309929,0.298767,0.306321,0.317595,0.299782,0.301022,0.30136,0.303953,0.313424,0.312296,0.298767,0.313424,0.296287,0.314551,0.286366,0.306885,0.295723,0.300684,0.294483,0.324134,0.313085,0.283434,0.302149,0.328982,0.304517,0.320526,0.303953,0.312747,0.311733,0.302149,0.311394,0.292792,0.309478,0.304855,0.301022,0.306659,0.30136,0.306434,0.306208,0.289973,0.304292,0.30835,0.282645,0.28738,0.295272,0.278361,0.256263,0.227401,
0.299669,0.301699,0.299444,0.297302,0.29764,0.293243,0.308801,0.298993,0.301699,0.302262,0.296287,0.298654,0.308576,0.297302,0.30587,0.304968,0.300458,0.30914,0.300346,0.286817,0.312522,0.30587,0.31985,0.296061,0.314551,0.294258,0.292228,0.3026,0.318948,0.293694,0.312296,0.297189,0.301586,0.300684,0.29764,0.302826,0.310267,0.293919,0.29313,0.295949,0.287155,0.289861,0.297414,0.301699,0.303051,0.296738,0.269905,0.258405,0.206318,
