324,1296,1296,1296,324,1296,1296,1296,1296,1296,1296,1296,1193.26,1295.55,1296,1294.2,1294.65,1292.84,1292.84,1290.59,1292.16,1282.99,1274.41,1269.94,1265.6,1260.53,1247.2,1240.23,1234.87,1218.78,1189.83,1192.06,1161.93,1169.75,1127.72,1118.5,1089.01,1064.82,1054.2,1018.84,988.822,945.667,943.191,910.893,852.629,870.091,839.98,816.66,770.227,
1296,1296,1296,1296,324,1296,1296,1296,1296,323.567,324,1296,1296,1295.55,1295.55,1296,1294.2,1292.84,1291.71,1290.4,1284.27,1285.44,1275.13,1277.46,1259.54,1260,1249.54,1246.29,1220.15,1220.22,1197.1,1196.29,1164.96,1157.58,1130.28,1118.25,1077.39,1074.68,1025.36,1019.4,977.647,980.589,935.098,906.029,877.678,828.836,826.024,815.749,758.224,
1296,324,1296,324,1296,1296,1296,1296,323.856,1296,323.422,1295.55,1296,1296,1294.2,1295.55,1294.2,1294.2,1291.04,1283.63,1284.27,1284.53,1275.95,1273.02,1264.66,1259.1,1251.32,1244.61,1230.48,1215.48,1197.76,1186.77,1174.65,1149.77,1137.8,1105.27,1086.17,1065.94,1054.25,1011.81,979.911,939.951,913.053,891.851,866.967,843.038,840.716,785.258,752.667,
1296,1296,1296,324,1296,1296,1296,1296,324,1296,1296,323.422,1296,1296,1295.55,1294.65,1293.1,1293.74,1291.94,1289.23,1290.14,1282.28,1272,1270.17,1270.91,1254.24,1254.26,1243.41,1220.82,1206.8,1203.47,1181.55,1158.52,1154.95,1136.16,1105.6,1074.69,1055.79,1062.84,1021.36,1013.92,965.838,935.762,890.771,863.373,853.553,834.431,791.367,771.118,
324,324,1296,1296,324,1296,1296,1296,1296,323.856,1296,1295.55,1296,1296,1296,1295.55,1294.2,1292.39,1291.94,1286.98,1284.53,1277.54,1276.37,1274.23,1272.69,1265.54,1247.14,1242.22,1236.49,1209.46,1202.38,1187.19,1163.35,1163.6,1137.54,1107.04,1074.25,1054.75,1029.28,1018.14,995.178,970.027,935.289,904.847,875.311,842.107,812.929,779.26,775.24,
1296,324,1296,1296,1296,1296,324,1296,1296,1296,1296,323.422,1296,1295.55,1294.65,1295.55,1292.39,1291.94,1291.49,1289.68,1285.62,1282.73,1275.14,1273.86,1266.32,1248.66,1252.66,1234.33,1225.59,1204.17,1212.17,1188.04,1166.81,1135.9,1120.75,1127.42,1076.12,1077,1049.74,1030.94,1003.92,962.547,945.742,916.387,880.238,829.549,811.349,789.38,760.322,
1296,324,1296,1296,1296,1296,1296,1296,1296,1296,323.711,588.707,1296,1295.1,1295.55,1294.65,1294.2,1289.5,1291.04,1288.59,1284.27,1287.34,1277.32,1269.01,1266.86,1253.77,1248.73,1243.34,1220.37,1207.34,1201.45,1192.74,1170.11,1154.98,1120.52,1103.92,1098.39,1062.85,1031.51,1030.14,997.516,963.864,929.691,906.222,872.267,833.309,821.198,790.589,758.029,
324,1296,1296,1296,1296,1296,324,324,1296,323.711,1296,1296,1295.55,1295.55,1295.55,1294.91,1295.1,1292.14,1290.14,1290.4,1288.33,1281.38,1278.17,1270.06,1269.64,1264.74,1253.17,1246.28,1232.85,1219.86,1205.43,1189.2,1174.52,1156.74,1123.82,1127.55,1069.6,1075.78,1036.31,1016.81,1004.26,966.116,912.053,910.384,884.509,848.093,817.958,795.956,767.378,
1296,1296,324,1296,1296,1296,1296,1296,1296,1296,1296,1295.55,1295.55,1296,1296,1295.1,1294.65,1295.1,1289.5,1290.59,1285.44,1284.27,1274.18,1274.68,1266.56,1261.64,1248.41,1247.15,1226.62,1220.02,1202.38,1186.21,1173.58,1155.59,1121.01,1114.8,1105.26,1064.8,1050.98,1011.67,982.156,935.791,937.698,923.476,891.24,828.507,829.969,793.58,763.107,
1296,1296,1296,324,1296,324,1296,324,1296,324,1296,1296,1295.55,1295.55,1296,1294.65,1292.39,1292.39,1290.14,1292.39,1283.82,1281.38,1277.1,1272.9,1263.03,1255.76,1250.05,1237.95,1228.44,1207.43,1209.62,1179.96,1159.56,1157.07,1113.03,1117.37,1113.42,1073.88,1029.73,1017.07,979.68,981.529,938.193,915.118,872.949,876.32,813.238,806.418,760.362,
