2.61955,2.6828,1.66787,1.68258,1.66787,1.68258,
2.61853,2.68315,1.66792,1.68293,1.66792,1.68293,
2.61747,2.68353,1.66797,1.68329,1.66797,1.68329,
2.61636,2.68392,1.66803,1.68367,1.66803,1.68367,
2.6152,2.68433,1.66809,1.68407,1.66809,1.68407,
2.61398,2.68476,1.66816,1.68449,1.66816,1.68449,
2.6127,2.68521,1.66823,1.68493,1.66823,1.68493,
2.61137,2.68569,1.6683,1.68539,1.6683,1.68539,
2.60996,2.68619,1.66838,1.68587,1.66838,1.68587,
2.60848,2.68671,1.66847,1.68638,1.66847,1.68638,
2.60692,2.68727,1.66857,1.68692,1.66857,1.68692,
2.60528,2.68786,1.66867,1.68749,1.66867,1.68749,
2.60355,2.68848,1.66878,1.68809,1.66878,1.68809,
2.60171,2.68914,1.6689,1.68873,1.6689,1.68873,
2.59977,2.68984,1.66903,1.6894,1.66903,1.6894,
2.5977,2.69058,1.66917,1.69012,1.66917,1.69012,
2.5955,2.69137,1.66933,1.69088,1.66933,1.69088,
2.59317,2.69222,1.6695,1.6917,1.6695,1.6917,
2.59067,2.69313,1.66968,1.69257,1.66968,1.69257,
2.588,2.6941,1.66989,1.69351,1.66989,1.69351,
2.58513,2.69515,1.67012,1.69451,1.67012,1.69451,
2.58205,2.69628,1.67037,1.6956,1.67037,1.6956,
2.57873,2.69751,1.67065,1.69676,1.67065,1.69676,
2.57514,2.69884,1.67097,1.69803,1.67097,1.69803,
2.57125,2.70029,1.67132,1.69941,1.67132,1.69941,
2.56702,2.70187,1.67172,1.70092,1.67172,1.70092,
2.5624,2.70361,1.67218,1.70257,1.67218,1.70257,
2.55733,2.70553,1.6727,1.70438,1.6727,1.70438,
2.55176,2.70765,1.67329,1.70639,1.67329,1.70639,
2.54559,2.71002,1.67398,1.70862,1.67398,1.70862,
2.53873,2.71268,1.67478,1.71111,1.67478,1.71111,
2.53107,2.71567,1.67572,1.71392,1.67572,1.71392,
2.52245,2.71908,1.67683,1.71709,1.67683,1.71709,
2.51268,2.72299,1.67816,1.72073,1.67816,1.72073,
2.50152,2.72752,1.67977,1.72492,1.67977,1.72492,
2.48867,2.73282,1.68174,1.7298,1.68174,1.7298,
2.47372,2.7391,1.68419,1.73556,1.68419,1.73556,
2.45612,2.74667,1.68729,1.74245,1.68729,1.74245,
2.43514,2.75594,1.69129,1.75085,1.69129,1.75085,
2.40974,2.76755,1.69656,1.76127,1.69656,1.76127,
2.37845,2.78246,1.70373,1.77455,1.70373,1.77455,
2.33908,2.80225,1.71381,1.79198,1.71381,1.79198,
2.28836,2.82959,1.7286,1.8158,1.7286,1.8158,
2.22113,2.86946,1.75155,1.85007,1.75155,1.85007,
2.12913,2.93196,1.78987,1.90298,1.78987,1.90298,
1.99901,3.0405,1.86078,1.99331,1.86078,1.99331,
1.81051,3.2601,2.01367,2.1731,2.01367,2.1731,
1.54294,3.82791,2.43638,2.63438,2.43638,2.63438,
1.22526,6.11908,4.3042,4.55281,4.3042,4.55281,

2.66692,2.66669,1.66653,1.66666,1.66653,1.66666,
2.66693,2.66669,1.66653,1.66666,1.66653,1.66666,
2.66694,2.66669,1.66652,1.66666,1.66652,1.66666,
2.66696,2.66669,1.66652,1.66666,1.66652,1.66666,
2.66697,2.6667,1.66651,1.66666,1.66651,1.66666,
2.66698,2.6667,1.6665,1.66666,1.6665,1.66666,
2.667,2.6667,1.66649,1.66666,1.66649,1.66666,
2.66701,2.6667,1.66649,1.66666,1.66649,1.66666,
2.66703,2.6667,1.66648,1.66666,1.66648,1.66666,
2.66705,2.6667,1.66647,1.66666,1.66647,1.66666,
2.66707,2.66671,1.66646,1.66666,1.66646,1.66666,
2.66709,2.66671,1.66644,1.66666,1.66644,1.66666,
2.66711,2.66671,1.66643,1.66666,1.66643,1.66666,
2.66714,2.66671,1.66642,1.66666,1.66642,1.66666,
2.66717,2.66672,1.6664,1.66666,1.6664,1.66666,
