19600,15376,20736,15376,13456,13456,17424,19551.6,20736,16251.7,16339.9,19551.6,13339.4,20487.1,16186.7,18192,14070,15842.5,13968,18905.6,16593.8,19473.1,16066.1,15239.5,14975.3,13626.3,17020.1,15874.1,13532.8,15901.9,15730.5,9853.87,13346.1,10760.2,7206.4,8357.69,7315.2,8637.87,10408.9,11631.6,3014.04,5645.51,6440.53,2968.18,4162.13,3315.2,1240.53,1941.69,4223.64,2045.87,
19600,17424,16384,14400,16384,14400,15376,17424,16384,18449.1,10816,17333,19309.9,11627,22765.9,13219.9,17242,17038.2,12146.1,14520.9,15880.9,15494,17660.4,16369.4,15532.4,16781.9,16207.6,12438,17034,14473.6,10870,10217.2,10235,12411.7,11684.6,9070.93,9422.93,9452.8,7259.73,8756.62,7311.29,5677.87,3233.07,6877.16,3693.16,5837.16,5888.36,1757.87,5618.13,4231.47,
21904,15376,16384,17424,18496,17424,12544,11664,19600,17424,13416.2,14298,16163.6,17333,17196.4,12390.4,19192.2,13177.2,17066.3,20167.5,17591.8,15690.7,18370.5,16977.4,14330,12856.5,16429.9,12345.6,16775.8,12811,11966.9,12747.4,10948.6,12974.2,11738,13936.4,7642.31,4648.18,5896.89,11465.6,5749.33,5491.56,4238.93,5953.42,4427.38,2351.29,7623.47,2691.56,4423.47,4300.44,
19600,14400,15376,14400,17424,19600,18496,16339.9,13456,15333.3,15333.3,13456,18449.1,16163.6,12428.8,13198.2,14070,16010.3,13866.7,15966.2,10957.5,17724.8,11354.3,15089.1,11550.9,12460.8,14508.1,14867.2,13819,11761.4,7891.56,15646.2,12142.9,9736.18,10653.9,6701.51,7423.29,10010,8851.2,7742.93,7672.53,1664.36,6870.04,6006.76,3880.89,5828.98,2208.36,3419.38,3659.38,1240.89,
15376,15376,13456,16384,18496,14400,11664,15376,17424,14400,20736,14358.8,19503.3,15250.8,17105.4,14237.9,19383.5,15737.6,16119.5,12047.6,17579.4,12316.1,19149.2,15256.9,14845.9,8307.56,18506.3,18711.5,13693.5,16820.6,12894.6,10566.4,11601.4,12352.4,9767.82,9160.89,7667.2,7683.2,5268.27,8620.09,8540.8,6244.98,6747.73,4606.58,2449.42,5900.8,3214.93,1588.62,666.311,2353.42,
15376,20736,18496,16384,17424,18496,17424,10780.4,16339.9,13456,14400,14317.5,21801.6,19406.6,19383.5,15162.7,15025.8,17196.4,13064.2,15451.4,11785.2,13808.7,14394.7,15399.8,14963.2,16413.5,12345.2,13549.5,11768.2,13386.3,12918.4,10264.2,13327.6,12654.2,8767.64,11041.1,8025.96,6467.2,7074.84,7385.24,5486.58,6511.64,6983.47,5666.13,5525.69,2243.2,3896.89,3873.78,1561.24,5499.38,
13456,15376,14400,15376,17424,13456,17424,17378.5,13456,20586.7,11664,13376.4,11590,14135.8,16075.4,20586.7,16904.5,13972.3,19070.2,16705.1,18660.6,18417.4,18233.2,14602.7,20982.8,17549.9,10906.3,7613.16,14198,10298.3,10753.4,12285.5,16115.2,13431.5,12626.8,13291,12929.8,11566.2,5565.51,7036.44,2740.98,5349.33,5228.8,6859.38,4240.71,3848.89,4389.69,5235.2,4967.47,3140.27,
13456,17424,14400,17424,18496,15376,15376,15333.3,20686.2,13456,15290.7,18496,13376.4,19358.2,17132.1,12467.2,21443.2,19024.7,13118.6,16701.5,17982.6,13748.6,15925.3,18147.9,9274.31,15557,15575.1,16906.3,14509.5,10357.3,9734.4,12706.8,10033.4,14259.2,11746.1,10938.3,11902.6,8470.4,7280,4747.02,8685.16,3987.56,4897.78,6018.13,6999.82,3502.93,4407.11,5819.02,3707.02,5526.4,
16384,15376,16384,16384,21904,17424,13416.2,20736,12544,20686.2,17378.5,17378.5,18402.1,17333,14317.5,16251.7,13968,16726.8,19053.5,14790,16791.8,12409.2,16274.8,16257.4,15941.3,15828.6,14332.8,16659.2,12849.8,14867.2,16379.7,12777.2,7223.47,11302,8497.78,10204.1,8722.49,9715.56,7039.64,8246.04,5743.64,3284.98,7254.4,3735.47,2072.18,3591.11,1421.16,3714.49,2371.56,3087.64,
13456,18496,14400,19600,18496,14400,10000,17424,15333.3,17424,16384,16210.5,14317.5,15248,19309.9,10531.6,18214.4,15943.1,13850,14613.7,14786.5,10979.2,16838.4,15289.2,17054.9,11531,16314.7,14056.2,12152.2,9617.78,15177.6,14449.4,16926.9,11670.8,12003.2,9632.71,8748.09,9976.89,4974.58,8767.29,10006.4,5604.27,5074.84,7132.8,2684.09,7334.76,3848.89,3948.44,1716.27,3430.04,
